customer_id,gender,Age,past_3_years_bike_related_purchases,job_title,job_industry_category,wealth_segment,owns_car
976,Male,48.0,10,Graphic Designer,Financial Services,Affluent Customer,No
979,Female,60.0,42,Budget/Accounting Analyst I,Manufacturing,High Net Worth,No
980,Female,42.0,19,Registered Nurse,Health,Mass Customer,No
982,Male,60.0,14,Geologist III,Health,High Net Worth,Yes
984,Male,66.0,89,Programmer I,Manufacturing,Affluent Customer,No
985,Female,49.0,29,Help Desk Operator,Retail,High Net Worth,No
986,Male,25.0,3,Office Assistant I,Manufacturing,Mass Customer,Yes
987,Male,45.0,89,Senior Cost Accountant,Financial Services,Affluent Customer,Yes
988,Female,39.0,35,Director of Sales,Manufacturing,High Net Worth,No
990,Female,44.0,56,Administrative Officer,Manufacturing,Mass Customer,Yes
991,Female,28.0,11,Financial Analyst,Financial Services,Mass Customer,Yes
993,Female,43.0,71,Account Coordinator,Argiculture,High Net Worth,No
994,Female,42.0,62,Librarian,Entertainment,Affluent Customer,Yes
995,Male,54.0,16,Information Systems Manager,Health,Mass Customer,Yes
997,Male,38.0,30,Teacher,Telecommunications,Mass Customer,Yes
998,Female,54.0,66,Speech Pathologist,Manufacturing,Affluent Customer,Yes
1003,Female,52.0,35,Paralegal,Financial Services,High Net Worth,No
1004,Male,44.0,35,Business Systems Development Analyst,IT,High Net Worth,No
1005,Female,52.0,94,Design Engineer,IT,High Net Worth,Yes
1006,Male,42.0,15,Quality Control Specialist,Telecommunications,Affluent Customer,Yes
1009,Female,63.0,16,Research Associate,Manufacturing,High Net Worth,Yes
1010,Male,57.0,24,Nurse,Financial Services,Affluent Customer,No
1011,Female,34.0,42,Occupational Therapist,Health,High Net Worth,Yes
1013,Female,43.0,53,Physical Therapy Assistant,Retail,High Net Worth,No
1014,Male,59.0,60,Senior Developer,Property,Mass Customer,Yes
1016,Male,60.0,0,Legal Assistant,IT,Mass Customer,Yes
1017,Female,41.0,88,Assistant Media Planner,Entertainment,High Net Worth,No
1018,Male,25.0,1,Help Desk Operator,Manufacturing,Mass Customer,Yes
1019,Male,46.0,42,Human Resources Assistant II,Manufacturing,Mass Customer,Yes
1021,Male,42.0,16,Mechanical Systems Engineer,Retail,High Net Worth,No
1022,Female,30.0,56,Assistant Manager,Financial Services,Affluent Customer,Yes
1025,Male,22.0,69,Quality Engineer,IT,Mass Customer,Yes
1027,Male,53.0,33,Statistician I,Financial Services,Affluent Customer,No
1030,Female,58.0,9,Food Chemist,Health,Mass Customer,No
1031,Male,36.0,75,Junior Executive,Manufacturing,Mass Customer,No
1035,Female,43.0,77,Operator,Retail,Affluent Customer,Yes
1036,Female,50.0,6,Paralegal,Financial Services,Mass Customer,Yes
1037,Female,63.0,95,Human Resources Assistant II,Financial Services,Mass Customer,No
1040,Female,45.0,78,Food Chemist,Health,High Net Worth,No
1042,Male,44.0,0,Nuclear Power Engineer,Manufacturing,High Net Worth,Yes
1043,Male,33.0,34,Sales Associate,Financial Services,Mass Customer,Yes
1047,Male,41.0,39,VP Accounting,Financial Services,Affluent Customer,No
1049,Male,24.0,35,Software Consultant,Property,Mass Customer,No
1050,Female,46.0,7,Software Consultant,Telecommunications,Mass Customer,Yes
1051,Female,42.0,34,Help Desk Technician,Property,High Net Worth,Yes
1052,Female,34.0,31,Junior Executive,Financial Services,High Net Worth,No
1055,Female,31.0,30,Data Coordiator,Manufacturing,Mass Customer,No
1056,Male,53.0,96,Software Test Engineer IV,Manufacturing,Affluent Customer,No
1057,Female,51.0,73,Registered Nurse,Health,Mass Customer,No
1058,Female,32.0,37,Research Assistant IV,Retail,Affluent Customer,Yes
1059,Female,52.0,68,Account Representative III,Entertainment,High Net Worth,Yes
1060,Female,58.0,88,Associate Professor,Argiculture,Affluent Customer,Yes
1063,Male,33.0,22,Actuary,Financial Services,Affluent Customer,Yes
1064,Male,42.0,3,Librarian,Entertainment,Affluent Customer,Yes
1065,Male,57.0,8,Quality Engineer,Financial Services,Mass Customer,Yes
1066,Male,24.0,45,Recruiter,Telecommunications,High Net Worth,No
1067,Female,55.0,13,Engineer IV,Financial Services,Mass Customer,Yes
1069,Male,44.0,85,Web Designer I,Telecommunications,Mass Customer,No
1072,Male,63.0,60,Senior Cost Accountant,Financial Services,High Net Worth,Yes
1075,Male,52.0,26,Administrative Officer,Manufacturing,High Net Worth,No
1076,Male,19.0,33,Pharmacist,Health,Affluent Customer,No
1078,Male,44.0,69,Executive Secretary,Manufacturing,Mass Customer,No
1079,Male,42.0,70,Nurse Practicioner,Manufacturing,Mass Customer,No
1080,Female,20.0,70,Speech Pathologist,Property,Mass Customer,Yes
1081,Female,34.0,25,Social Worker,Health,Mass Customer,No
1084,Female,26.0,54,Accounting Assistant I,Retail,Affluent Customer,No
1085,Male,44.0,4,Internal Auditor,Health,Mass Customer,No
1086,Male,30.0,84,Statistician IV,Property,Mass Customer,Yes
1087,Female,40.0,39,Financial Analyst,Financial Services,Mass Customer,Yes
1089,Female,31.0,90,Product Engineer,Property,Affluent Customer,No
1092,Female,84.0,56,VP Quality Control,Retail,Mass Customer,No
1094,Male,44.0,48,Dental Hygienist,Health,High Net Worth,No
1095,Female,61.0,2,Project Manager,Health,Mass Customer,No
1096,Male,50.0,33,Software Test Engineer I,Health,High Net Worth,No
1097,Female,52.0,71,Engineer II,Financial Services,Mass Customer,Yes
1098,Female,31.0,99,Administrative Assistant IV,Financial Services,Mass Customer,Yes
1099,Male,45.0,12,Tax Accountant,Manufacturing,Affluent Customer,Yes
1100,Male,37.0,59,Engineer I,Manufacturing,Mass Customer,No
1102,Female,43.0,16,Recruiting Manager,Manufacturing,Affluent Customer,No
1103,Female,42.0,76,Financial Advisor,Financial Services,High Net Worth,Yes
1104,Female,60.0,82,Programmer III,Retail,Mass Customer,No
1106,Female,57.0,2,Software Consultant,Retail,Mass Customer,No
1107,Female,45.0,70,Social Worker,Health,High Net Worth,No
1108,Female,58.0,86,Dental Hygienist,Health,Mass Customer,No
1109,Male,30.0,21,Web Developer II,Entertainment,High Net Worth,No
1110,Male,29.0,73,Information Systems Manager,Retail,High Net Worth,No
1113,Male,27.0,45,Recruiter,Property,Mass Customer,No
1114,Female,44.0,96,Structural Engineer,Retail,Mass Customer,No
1118,Female,44.0,95,Sales Representative,Retail,Mass Customer,Yes
1120,Female,39.0,87,Web Developer IV,Retail,Affluent Customer,No
1121,Female,36.0,30,Registered Nurse,Health,Mass Customer,Yes
1124,Male,55.0,36,Health Coach III,Health,Affluent Customer,Yes
1125,Male,30.0,25,Software Test Engineer III,IT,Affluent Customer,No
1127,Female,29.0,30,Physical Therapy Assistant,Financial Services,Mass Customer,No
1128,Female,28.0,47,Financial Advisor,Financial Services,Mass Customer,Yes
1132,Female,34.0,99,Actuary,Financial Services,Affluent Customer,Yes
1134,Male,25.0,22,Administrative Assistant IV,Financial Services,Affluent Customer,No
1135,Female,40.0,60,Software Engineer IV,Financial Services,Mass Customer,Yes
1136,Male,42.0,72,Executive Secretary,Property,High Net Worth,No
1138,Female,28.0,77,Statistician I,Retail,Mass Customer,Yes
1139,Male,37.0,52,Editor,Manufacturing,Mass Customer,Yes
1142,Male,22.0,95,Desktop Support Technician,Telecommunications,Mass Customer,No
1143,Male,65.0,64,Office Assistant IV,Health,Mass Customer,Yes
1144,Male,23.0,73,Environmental Specialist,Health,High Net Worth,Yes
1146,Male,27.0,88,Assistant Professor,Financial Services,High Net Worth,No
1147,Male,51.0,71,Health Coach II,Entertainment,High Net Worth,Yes
1148,Male,32.0,60,Statistician IV,Financial Services,High Net Worth,No
1150,Female,44.0,64,Information Systems Manager,Financial Services,Mass Customer,Yes
1151,Female,55.0,27,VP Product Management,Argiculture,High Net Worth,Yes
1152,Male,21.0,47,Business Systems Development Analyst,Financial Services,Mass Customer,Yes
1153,Female,25.0,53,Desktop Support Technician,Health,Mass Customer,Yes
1154,Male,45.0,26,Research Nurse,Health,Mass Customer,Yes
1155,Female,26.0,73,VP Marketing,Property,Mass Customer,Yes
1156,Female,22.0,22,Marketing Assistant,Argiculture,Mass Customer,Yes
1157,Male,46.0,69,Research Nurse,Health,Affluent Customer,Yes
1159,Male,27.0,94,Librarian,Entertainment,Mass Customer,No
1160,Female,55.0,98,Speech Pathologist,IT,Affluent Customer,No
1161,Female,43.0,86,Senior Quality Engineer,Retail,Mass Customer,No
1163,Male,38.0,77,Cost Accountant,Financial Services,High Net Worth,Yes
1164,Female,43.0,97,Food Chemist,Health,Mass Customer,Yes
1165,Female,26.0,58,Administrative Assistant IV,Financial Services,High Net Worth,No
1166,Female,47.0,40,Quality Control Specialist,Health,Affluent Customer,No
1167,Female,24.0,20,Software Test Engineer III,Health,Mass Customer,No
1168,Male,55.0,44,Pharmacist,Health,Affluent Customer,No
1169,Female,52.0,33,Actuary,Financial Services,Mass Customer,Yes
1170,Female,55.0,62,Assistant Professor,IT,Mass Customer,Yes
1173,Female,42.0,58,Statistician IV,Retail,High Net Worth,No
1177,Female,66.0,47,Food Chemist,Health,Affluent Customer,Yes
1178,Male,50.0,1,Pharmacist,Health,Mass Customer,No
1180,Female,44.0,48,Account Representative I,Financial Services,Affluent Customer,No
1181,Female,42.0,2,Tax Accountant,Argiculture,Mass Customer,No
1182,Female,45.0,84,Data Coordiator,IT,Mass Customer,Yes
1184,Female,51.0,89,Social Worker,Health,Mass Customer,No
1186,Male,43.0,70,Help Desk Operator,Manufacturing,Affluent Customer,Yes
1189,Male,31.0,22,Geologist I,Health,High Net Worth,Yes
1190,Female,51.0,67,Assistant Professor,Financial Services,Affluent Customer,Yes
1192,Female,50.0,31,VP Quality Control,Manufacturing,Mass Customer,No
1193,Male,34.0,58,Safety Technician I,Retail,High Net Worth,No
1195,Female,42.0,0,VP Marketing,Telecommunications,Mass Customer,No
1196,Female,22.0,23,Research Nurse,Health,Mass Customer,No
1197,Female,22.0,44,Professor,Financial Services,High Net Worth,Yes
1198,Female,46.0,73,Sales Representative,Retail,High Net Worth,No
1199,Male,61.0,7,VP Accounting,Financial Services,Affluent Customer,Yes
1200,Female,46.0,38,Librarian,Entertainment,High Net Worth,No
1203,Female,32.0,38,Technical Writer,Health,Affluent Customer,No
1204,Female,49.0,12,Senior Developer,Manufacturing,Affluent Customer,Yes
1205,Male,42.0,38,Business Systems Development Analyst,Manufacturing,Affluent Customer,No
1206,Female,42.0,13,Paralegal,Financial Services,Mass Customer,No
1207,Female,22.0,30,Engineer IV,Health,Mass Customer,No
1208,Female,36.0,23,Budget/Accounting Analyst IV,Financial Services,Mass Customer,No
1209,Male,42.0,40,Senior Developer,Property,High Net Worth,Yes
1211,Male,41.0,45,VP Sales,Financial Services,Affluent Customer,Yes
1212,Female,51.0,28,Legal Assistant,Property,Affluent Customer,No
1214,Male,31.0,0,Internal Auditor,Property,High Net Worth,No
1215,Female,53.0,79,VP Quality Control,Manufacturing,Mass Customer,No
1216,Female,60.0,15,Software Test Engineer I,Telecommunications,Affluent Customer,Yes
1217,Female,51.0,67,Structural Engineer,Manufacturing,High Net Worth,No
1221,Male,24.0,75,VP Product Management,Health,High Net Worth,Yes
1222,Female,49.0,83,Account Executive,Property,Mass Customer,No
1224,Female,43.0,9,Junior Executive,Manufacturing,Mass Customer,No
1225,Male,32.0,5,Clinical Specialist,Health,Mass Customer,Yes
1226,Female,39.0,32,Director of Sales,Health,Mass Customer,Yes
1227,Female,30.0,63,Software Engineer I,IT,Affluent Customer,Yes
1228,Female,58.0,43,Senior Cost Accountant,Financial Services,Affluent Customer,No
1229,Male,20.0,38,GIS Technical Architect,Manufacturing,Affluent Customer,Yes
1231,Female,46.0,94,Social Worker,Health,Affluent Customer,No
1232,Male,60.0,83,Help Desk Operator,Property,Affluent Customer,No
1235,Female,51.0,24,Dental Hygienist,Health,Mass Customer,No
1236,Male,46.0,75,Web Designer IV,Financial Services,High Net Worth,Yes
1237,Female,50.0,6,Research Nurse,Health,High Net Worth,No
1240,Female,55.0,64,Sales Associate,Manufacturing,Mass Customer,Yes
1241,Female,34.0,23,Pharmacist,Health,Affluent Customer,Yes
1242,Male,47.0,36,Human Resources Assistant III,Property,High Net Worth,Yes
1243,Male,66.0,73,Research Assistant II,Retail,Mass Customer,No
1245,Male,26.0,34,Product Engineer,Manufacturing,Affluent Customer,No
1247,Female,59.0,15,Geologist I,Entertainment,Affluent Customer,No
1250,Female,18.0,42,Help Desk Technician,Manufacturing,Mass Customer,No
1251,Male,22.0,63,Desktop Support Technician,Property,Mass Customer,No
1252,Male,55.0,46,Recruiting Manager,Manufacturing,Mass Customer,Yes
1256,Male,34.0,8,Food Chemist,Health,High Net Worth,No
1257,Male,47.0,40,Assistant Professor,Property,Affluent Customer,Yes
1258,Male,42.0,89,Geological Engineer,Manufacturing,Mass Customer,No
1259,Female,46.0,23,Assistant Professor,Financial Services,Mass Customer,No
1260,Male,30.0,92,Tax Accountant,Property,Mass Customer,No
1261,Female,49.0,61,Legal Assistant,Manufacturing,Mass Customer,No
1265,Male,32.0,72,Biostatistician I,Property,Mass Customer,Yes
1267,Male,41.0,39,Safety Technician IV,Entertainment,Affluent Customer,Yes
1269,Male,29.0,56,Account Coordinator,Property,High Net Worth,Yes
1270,Male,37.0,72,Paralegal,Financial Services,Affluent Customer,No
1271,Female,25.0,71,Accounting Assistant II,Telecommunications,Mass Customer,Yes
1273,Male,45.0,48,General Manager,Financial Services,Affluent Customer,Yes
1274,Male,42.0,12,Mechanical Systems Engineer,Manufacturing,Mass Customer,No
1275,Female,54.0,70,General Manager,Health,Mass Customer,Yes
1276,Male,55.0,24,Dental Hygienist,Health,Affluent Customer,No
1278,Female,21.0,14,Pharmacist,Health,Affluent Customer,No
1279,Male,57.0,30,Staff Accountant I,Financial Services,Mass Customer,No
1280,Male,42.0,71,Marketing Assistant,Manufacturing,High Net Worth,Yes
1281,Male,51.0,29,Administrative Assistant III,Manufacturing,Affluent Customer,Yes
1282,Male,39.0,99,Programmer Analyst III,Entertainment,Affluent Customer,Yes
1283,Female,25.0,43,Clinical Specialist,Health,Mass Customer,No
1284,Male,44.0,30,Junior Executive,Entertainment,Affluent Customer,No
1286,Female,44.0,83,Senior Quality Engineer,Manufacturing,High Net Worth,Yes
1287,Male,59.0,72,Systems Administrator I,Financial Services,Mass Customer,Yes
1288,Female,40.0,51,Desktop Support Technician,Financial Services,Affluent Customer,Yes
1290,Male,52.0,49,VP Marketing,Financial Services,High Net Worth,Yes
1291,Male,39.0,0,Quality Engineer,Health,Mass Customer,No
1293,Male,39.0,89,Quality Engineer,IT,Mass Customer,No
1295,Male,23.0,66,Nurse,Argiculture,Mass Customer,Yes
1296,Female,31.0,61,Paralegal,Financial Services,Affluent Customer,Yes
1297,Male,39.0,91,Social Worker,Health,Mass Customer,No
1298,Male,46.0,35,Research Nurse,Health,Mass Customer,No
1300,Female,29.0,0,Physical Therapy Assistant,Financial Services,Affluent Customer,Yes
1302,Female,22.0,29,Biostatistician I,Financial Services,Affluent Customer,Yes
1305,Male,50.0,97,Executive Secretary,Financial Services,High Net Worth,Yes
1306,Male,64.0,13,Occupational Therapist,Health,Affluent Customer,Yes
1307,Female,49.0,73,Dental Hygienist,Health,High Net Worth,Yes
1310,Male,33.0,38,Geological Engineer,Manufacturing,High Net Worth,Yes
1311,Female,35.0,89,VP Accounting,Financial Services,Mass Customer,Yes
1312,Female,25.0,96,Food Chemist,Health,Affluent Customer,No
1313,Male,34.0,59,Analyst Programmer,Property,Mass Customer,No
1314,Female,50.0,25,Clinical Specialist,Health,Mass Customer,Yes
1316,Male,30.0,79,Recruiter,Retail,High Net Worth,Yes
1317,Male,47.0,2,General Manager,Retail,Mass Customer,Yes
1321,Female,25.0,29,Editor,Argiculture,Affluent Customer,No
1322,Female,18.0,37,Data Coordiator,Financial Services,Mass Customer,Yes
1324,Female,42.0,88,Web Designer III,Manufacturing,Mass Customer,No
1325,Male,51.0,67,Account Executive,Argiculture,High Net Worth,Yes
1326,Male,54.0,15,Biostatistician III,Health,Affluent Customer,Yes
1327,Female,24.0,57,Director of Sales,Property,Affluent Customer,No
1328,Male,38.0,19,Budget/Accounting Analyst IV,IT,Mass Customer,Yes
1331,Male,33.0,12,Tax Accountant,Telecommunications,High Net Worth,No
1333,Male,46.0,4,Compensation Analyst,Financial Services,High Net Worth,No
1334,Female,21.0,72,Senior Financial Analyst,Financial Services,Mass Customer,No
1337,Female,32.0,15,Structural Engineer,Health,Mass Customer,No
1339,Female,41.0,82,Editor,IT,High Net Worth,No
1341,Male,34.0,65,Computer Systems Analyst I,Financial Services,Affluent Customer,No
1343,Male,40.0,67,Dental Hygienist,Health,High Net Worth,No
1344,Female,24.0,20,Tax Accountant,Manufacturing,Mass Customer,No
1345,Male,59.0,94,Senior Sales Associate,Manufacturing,Mass Customer,No
1346,Male,49.0,9,Administrative Assistant IV,Telecommunications,Mass Customer,No
1347,Female,42.0,14,Help Desk Operator,Manufacturing,Mass Customer,Yes
1349,Male,23.0,83,Electrical Engineer,Manufacturing,Affluent Customer,No
1350,Male,62.0,10,Staff Scientist,Retail,Mass Customer,Yes
1352,Male,65.0,53,Electrical Engineer,Manufacturing,High Net Worth,No
1353,Female,40.0,1,Clinical Specialist,Health,Mass Customer,Yes
1354,Female,19.0,0,Analyst Programmer,Financial Services,Affluent Customer,No
1355,Male,19.0,37,VP Quality Control,Property,Mass Customer,No
1357,Male,27.0,69,Research Nurse,Health,High Net Worth,No
1358,Male,26.0,8,Dental Hygienist,Health,High Net Worth,No
1359,Female,27.0,54,Help Desk Technician,Retail,Mass Customer,No
1360,Male,49.0,41,Design Engineer,Manufacturing,Mass Customer,Yes
1361,Male,55.0,56,Professor,Manufacturing,Affluent Customer,No
1362,Female,47.0,20,Account Executive,Manufacturing,Affluent Customer,Yes
1363,Male,58.0,7,Associate Professor,Financial Services,Mass Customer,No
1364,Male,42.0,99,Junior Executive,Manufacturing,Mass Customer,No
1365,Male,28.0,97,Research Associate,Health,Mass Customer,No
1366,Male,45.0,10,Computer Systems Analyst IV,Retail,Affluent Customer,No
1367,Female,46.0,63,Internal Auditor,Retail,Mass Customer,No
1369,Female,26.0,51,Civil Engineer,Manufacturing,Mass Customer,Yes
1370,Female,33.0,44,Computer Systems Analyst IV,Property,Mass Customer,No
1371,Female,60.0,39,Design Engineer,Retail,Mass Customer,Yes
1372,Male,39.0,44,Computer Systems Analyst III,Manufacturing,Affluent Customer,No
1373,Female,61.0,3,Director of Sales,Financial Services,Mass Customer,Yes
1375,Male,41.0,36,Analog Circuit Design manager,Financial Services,Affluent Customer,No
1377,Male,31.0,86,Mechanical Systems Engineer,Retail,Mass Customer,Yes
1379,Female,30.0,63,Legal Assistant,Financial Services,Mass Customer,Yes
1380,Female,21.0,99,Financial Analyst,Financial Services,Mass Customer,No
1381,Male,35.0,79,Engineer IV,Manufacturing,Affluent Customer,Yes
1382,Male,30.0,27,Data Coordiator,Manufacturing,High Net Worth,Yes
1384,Female,21.0,48,Quality Control Specialist,Manufacturing,Mass Customer,No
1385,Female,62.0,39,Cost Accountant,Financial Services,Mass Customer,No
1386,Female,52.0,71,Help Desk Technician,Retail,Mass Customer,Yes
1387,Female,42.0,33,Chemical Engineer,Manufacturing,Mass Customer,Yes
1388,Male,47.0,86,Internal Auditor,Financial Services,Mass Customer,No
1390,Female,20.0,74,Accounting Assistant I,Retail,High Net Worth,Yes
1391,Female,43.0,62,Marketing Assistant,Retail,High Net Worth,No
1392,Female,20.0,28,Human Resources Manager,Financial Services,Mass Customer,No
1396,Male,32.0,20,Cost Accountant,Financial Services,Mass Customer,No
1397,Male,41.0,29,Legal Assistant,Manufacturing,Mass Customer,Yes
1398,Female,53.0,11,Project Manager,Manufacturing,Mass Customer,No
1399,Female,52.0,84,Staff Scientist,Manufacturing,Mass Customer,No
1400,Female,38.0,51,Senior Developer,Manufacturing,Affluent Customer,Yes
1402,Male,18.0,58,Assistant Professor,Telecommunications,Mass Customer,No
1403,Female,39.0,18,Geologist II,Retail,Mass Customer,No
1404,Male,62.0,78,Chemical Engineer,Manufacturing,Mass Customer,Yes
1405,Female,62.0,52,VP Product Management,Manufacturing,High Net Worth,Yes
1406,Male,50.0,3,Cost Accountant,Financial Services,High Net Worth,Yes
1407,Female,39.0,43,Structural Analysis Engineer,Manufacturing,Mass Customer,Yes
1408,Male,22.0,14,Dental Hygienist,Health,High Net Worth,No
1410,Female,23.0,10,Marketing Manager,Retail,High Net Worth,Yes
1411,Female,26.0,24,Registered Nurse,Health,Mass Customer,Yes
1414,Female,40.0,57,Help Desk Technician,Retail,Mass Customer,Yes
1415,Female,21.0,68,Executive Secretary,Property,High Net Worth,Yes
1418,Female,43.0,80,Senior Sales Associate,IT,Affluent Customer,Yes
1419,Male,53.0,5,Physical Therapy Assistant,Financial Services,Mass Customer,Yes
1420,Female,60.0,14,Dental Hygienist,Health,Mass Customer,No
1421,Female,64.0,74,Senior Editor,Property,Mass Customer,No
1422,Male,48.0,31,Nuclear Power Engineer,Manufacturing,Affluent Customer,Yes
1423,Female,60.0,51,Project Manager,Manufacturing,Mass Customer,No
1424,Male,45.0,56,Occupational Therapist,Health,High Net Worth,Yes
1425,Male,33.0,20,General Manager,Retail,High Net Worth,Yes
1426,Female,63.0,72,Financial Advisor,Financial Services,Mass Customer,No
1427,Male,26.0,14,Environmental Specialist,Financial Services,High Net Worth,No
1428,Female,21.0,93,Sales Representative,Retail,High Net Worth,No
1429,Male,39.0,94,Legal Assistant,Health,Mass Customer,Yes
1430,Female,20.0,86,Biostatistician I,Manufacturing,Mass Customer,Yes
1431,Male,45.0,29,Sales Associate,Financial Services,Affluent Customer,Yes
1432,Male,21.0,70,Tax Accountant,Argiculture,High Net Worth,Yes
1434,Male,46.0,42,Statistician I,Property,High Net Worth,No
1435,Male,52.0,96,Software Engineer II,Telecommunications,Affluent Customer,Yes
1437,Male,45.0,35,Electrical Engineer,Manufacturing,Affluent Customer,No
1438,Female,44.0,27,Social Worker,Health,Mass Customer,Yes
1439,Male,54.0,97,GIS Technical Architect,Retail,Mass Customer,No
1440,Female,54.0,19,Human Resources Manager,Financial Services,High Net Worth,Yes
1444,Male,45.0,97,Payment Adjustment Coordinator,Health,Mass Customer,No
1445,Female,47.0,57,Web Designer II,IT,Affluent Customer,No
1446,Male,33.0,51,Engineer I,Manufacturing,Mass Customer,No
1447,Male,23.0,29,Civil Engineer,Manufacturing,Mass Customer,No
1448,Male,31.0,40,VP Product Management,Property,Mass Customer,No
1450,Female,56.0,23,Statistician I,Manufacturing,Affluent Customer,No
1451,Female,43.0,32,Junior Executive,Argiculture,Mass Customer,Yes
1452,Male,64.0,99,Safety Technician III,Retail,Mass Customer,No
1454,Male,41.0,4,Physical Therapy Assistant,Argiculture,Mass Customer,Yes
1456,Male,55.0,97,Health Coach II,Property,Mass Customer,Yes
1459,Male,21.0,89,Senior Sales Associate,Manufacturing,Mass Customer,No
1460,Male,46.0,92,Information Systems Manager,Financial Services,High Net Worth,Yes
1462,Male,24.0,16,VP Accounting,Financial Services,Mass Customer,Yes
1465,Female,49.0,53,Mechanical Systems Engineer,Financial Services,Mass Customer,Yes
1466,Female,22.0,62,Cost Accountant,Financial Services,High Net Worth,Yes
1468,Female,42.0,37,Financial Advisor,Financial Services,Mass Customer,No
1470,Male,24.0,62,Senior Cost Accountant,Financial Services,High Net Worth,Yes
1472,Female,56.0,3,Environmental Specialist,Financial Services,Mass Customer,No
1474,Male,34.0,54,Structural Analysis Engineer,Health,Mass Customer,Yes
1475,Male,34.0,41,Recruiting Manager,Retail,Affluent Customer,Yes
1478,Male,27.0,40,VP Quality Control,Financial Services,High Net Worth,No
1479,Male,42.0,25,Help Desk Technician,Argiculture,Mass Customer,No
1481,Female,43.0,93,Senior Financial Analyst,Financial Services,Affluent Customer,No
1482,Male,41.0,29,Electrical Engineer,Manufacturing,Mass Customer,No
1483,Female,48.0,55,Senior Quality Engineer,Telecommunications,Mass Customer,Yes
1485,Male,50.0,50,Food Chemist,Health,Mass Customer,Yes
1486,Male,41.0,14,Geological Engineer,Manufacturing,Mass Customer,No
1489,Male,27.0,17,Teacher,Health,Mass Customer,No
1490,Female,50.0,36,Cost Accountant,Financial Services,Mass Customer,Yes
1491,Female,22.0,96,Senior Sales Associate,Health,Mass Customer,Yes
1493,Female,32.0,51,Engineer II,Argiculture,High Net Worth,No
1495,Female,30.0,4,Physical Therapy Assistant,Health,High Net Worth,Yes
1496,Female,22.0,22,Human Resources Manager,IT,Affluent Customer,No
1497,Female,46.0,70,Marketing Assistant,Retail,High Net Worth,No
1499,Male,46.0,88,Design Engineer,Manufacturing,Mass Customer,Yes
1502,Female,30.0,52,Design Engineer,Financial Services,Affluent Customer,Yes
1504,Male,45.0,98,Data Coordiator,Property,Affluent Customer,Yes
1505,Male,26.0,90,Recruiting Manager,Financial Services,Mass Customer,No
1508,Male,33.0,80,Clinical Specialist,Health,Affluent Customer,Yes
1510,Male,61.0,94,Actuary,Financial Services,Mass Customer,No
1511,Male,29.0,97,Internal Auditor,Financial Services,Mass Customer,No
1515,Male,29.0,80,Geological Engineer,Manufacturing,Mass Customer,Yes
1516,Male,52.0,6,VP Sales,IT,Affluent Customer,No
1517,Male,32.0,90,Operator,IT,Affluent Customer,No
1518,Male,49.0,66,Safety Technician IV,Property,Affluent Customer,No
1519,Male,18.0,35,Administrative Assistant IV,Telecommunications,High Net Worth,Yes
1521,Male,24.0,49,Business Systems Development Analyst,Financial Services,Affluent Customer,Yes
1522,Male,25.0,57,Paralegal,Financial Services,Mass Customer,No
1523,Male,60.0,78,Product Engineer,Financial Services,Mass Customer,Yes
1524,Female,45.0,7,Administrative Officer,Financial Services,Mass Customer,Yes
1525,Female,53.0,43,Database Administrator III,Financial Services,High Net Worth,No
1526,Male,55.0,50,Editor,Manufacturing,Mass Customer,Yes
1529,Female,33.0,0,Media Manager III,Financial Services,High Net Worth,Yes
1530,Male,44.0,89,Pharmacist,Health,Mass Customer,Yes
1531,Female,54.0,20,Administrative Assistant III,Financial Services,Mass Customer,Yes
1532,Female,47.0,27,VP Accounting,Financial Services,Mass Customer,Yes
1533,Female,42.0,59,Social Worker,Health,Affluent Customer,Yes
1534,Female,21.0,74,Human Resources Assistant I,Manufacturing,Mass Customer,No
1535,Male,23.0,80,Cost Accountant,Financial Services,Affluent Customer,Yes
1536,Female,40.0,28,Software Consultant,Financial Services,Affluent Customer,Yes
1537,Male,50.0,23,Librarian,Entertainment,Mass Customer,No
1538,Male,31.0,74,Pharmacist,Health,High Net Worth,Yes
1540,Female,58.0,53,Mechanical Systems Engineer,Property,Mass Customer,Yes
1541,Female,65.0,7,Structural Engineer,Argiculture,Mass Customer,Yes
1542,Male,41.0,56,Food Chemist,Health,Mass Customer,Yes
1544,Male,56.0,75,Dental Hygienist,Health,Affluent Customer,Yes
1545,Male,42.0,34,Associate Professor,Health,Mass Customer,Yes
1546,Female,63.0,22,Compensation Analyst,Financial Services,Mass Customer,Yes
1550,Female,33.0,3,Programmer Analyst II,IT,Mass Customer,Yes
1551,Female,45.0,37,Computer Systems Analyst I,Entertainment,Affluent Customer,No
1552,Male,31.0,80,Research Associate,Entertainment,Mass Customer,Yes
1553,Female,64.0,68,Administrative Assistant IV,Retail,High Net Worth,No
1554,Male,25.0,83,Assistant Manager,Retail,Affluent Customer,No
1555,Male,57.0,60,Tax Accountant,Health,High Net Worth,No
1556,Male,34.0,30,Web Developer III,Manufacturing,Mass Customer,Yes
1557,Male,44.0,64,Speech Pathologist,Financial Services,Mass Customer,No
1558,Male,29.0,14,Information Systems Manager,Financial Services,Affluent Customer,No
1561,Male,45.0,47,Graphic Designer,Manufacturing,Mass Customer,Yes
1563,Male,28.0,39,Account Representative IV,Property,Mass Customer,No
1564,Female,56.0,42,Geologist III,Retail,Mass Customer,No
